id,link,timestamp,title,text,classification
Boatos-312,https://www.boatos.org/saude/ivermectina-mata-covid-dois-dias-dose-unica.html,2020-07-31 12:19:35-03:00,Ivermectina mata Covid-19 em dois dias com dose única ,"Versão 1: “IVERMECTINA REALMENTE MATA COVID-19 EM 2 DIAS COMPROVA ESTUDO”. Versão 2: “Cientistas descobriram que dose única de ivermectina pode remover todo o RNA do novo coronavírus em um período de 48 horas. Mesmo no primeiro dia, a redução do material genético do vírus é significativo”.",1
Boatos-313,https://www.boatos.org/mundo/argentina-bloqueia-todas-contas-bancarias.html,2020-07-30 11:46:03-03:00,Governo da Argentina bloqueia todas contas bancárias do país ,"Na Argentina, as contas bancárias foram bloqueadas. Continue votando em PT, PSOL, Ciro, e cia e teremos isso aqui no Brasil tb.",1
Boatos-314,https://www.boatos.org/mundo/argentina-bloqueia-todas-contas-bancarias.html,2020-07-30 11:46:03-03:00,Governo da Argentina bloqueia todas contas bancárias do país ,Argentina bloqueia “todas” as contas bancárias.,1
Boatos-315,https://www.boatos.org/mundo/argentina-bloqueia-todas-contas-bancarias.html,2020-07-30 11:46:03-03:00,Governo da Argentina bloqueia todas contas bancárias do país ,"Governo argentino bloqueia todas as contas bancárias dos cidadãos, viva o socialismo!!",1
Boatos-316,https://www.boatos.org/politica/marcelo-biar-psol-liderou-campanha-forca-covid-contra-bolsonaro.html,2020-07-30 10:58:17-03:00,"Marcelo Biar, do PSOL, liderou campanha Força Covid contra Bolsonaro antes de morrer por coronavírus ","“Deputado Marcelo Biar, do PSOL, que liderou a campanha “força covid” torcendo pela morte de Bolsonaro, morreu de covid”.",1
Boatos-317,https://www.boatos.org/politica/marcelo-biar-psol-liderou-campanha-forca-covid-contra-bolsonaro.html,2020-07-30 10:58:17-03:00,"Marcelo Biar, do PSOL, liderou campanha Força Covid contra Bolsonaro antes de morrer por coronavírus ","“MAIS UM QUE DESEJOU A MORTE DO PRESIDENTE ACABAR DE “BATER AS BOTAS.” QUANDO BOLSONARO FOI INFECTADO MARCELO BIAR, PSOL/RJ, POSTOU: FORÇA COVID”.",1
Boatos-318,https://www.boatos.org/saude/stella-emanuel-verdade-hidroxicloroquina-cura-covid-mascaras-fazem-mal.html,2020-07-28 21:18:07-03:00,Dra. Stella Emanuel fala a verdade ao dizer que hidroxicloroquina é a cura da Covid-19 e que máscaras fazem mal ,"“O que a médica Stella Emanuel diz neste vídeo é algo que já estou convencida há algum tempo. Precisamos conter o pânico e entender que há muitos interesses por trás dessa pandemia. Interesses esses que podem ser avassaladores para o nosso País se continuarmos não enxergando o que está bem à nossa frente. É óbvio que eu entendo sobre a seriedade do vírus, mas nós precisamos parar, colocar a mão na consciência e ouvir o que o nosso Presidente tem dito desde o início. Vamos trabalhar e nos cuidar! Também acredito que a hidroxicloroquina salva vidas!”.",1
Boatos-319,https://www.boatos.org/saude/stella-emanuel-verdade-hidroxicloroquina-cura-covid-mascaras-fazem-mal.html,2020-07-28 21:18:07-03:00,Dra. Stella Emanuel fala a verdade ao dizer que hidroxicloroquina é a cura da Covid-19 e que máscaras fazem mal ,": “Esta mulher é altamente defensora do uso dos famosos fármacos odiado da COVID-19. A nigeriana Stella Emanuel, médica de clínica geral em Houston, Texas, EUA, orgulha-se de ter podido curar mais de 350 doentes de COVID-19, usando hidroxicloroquina, zinco enazitromicina. Eram pacientes, diz ela, do grupo dos “condenados à morte”, diabéticos; asmáticos; hipertensos, quase todos idosos. Diz que não perdeu nenhum para a COVID-19. Todos eles ficaram curados. Esta médica, num claro exercício de campanha, desaconselha o uso da máscara e defende a reabertura das escolas”.",1
Boatos-320,https://www.boatos.org/saude/stella-emanuel-verdade-hidroxicloroquina-cura-covid-mascaras-fazem-mal.html,2020-07-28 21:18:07-03:00,Dra. Stella Emanuel fala a verdade ao dizer que hidroxicloroquina é a cura da Covid-19 e que máscaras fazem mal ,"“Eu sou a doutora Stella Immanuel, sou médica clínica geral, em Houston, Texas. Eu na verdade fiz faculdade de medicina na Nigéria, África. Cuidei de pessoas com malária e tratei elas com hidroxicloroquina e outras coisas assim. Então eu na verdade, estou acostumada com essas medicações. Estou aqui porque eu pessoalmente tratei mais de 350 pacientes com Covid. Pacientes que têm diabetes, pacientes que tem pressão alta, pessoas que têm asma, pessoas idosas. Eu acho que meu paciente mais idoso tem 92 anos, outro tem 87 e o resultado tem sido o mesmo. Eu coloquei eles na hidroxicloroquina, em zinco, com azitromicina, e eles estão todos bem. Nos últimos meses eu tratei mais de 350 pacientes e não perdi nenhum. Nem diabético, nem alguém com pressão alta, nem uma pessoa com asma, nenhuma pessoa. Nós não perdemos nenhum paciente.",1
Boatos-321,https://www.boatos.org/saude/stella-emanuel-verdade-hidroxicloroquina-cura-covid-mascaras-fazem-mal.html,2020-07-28 21:18:07-03:00,Dra. Stella Emanuel fala a verdade ao dizer que hidroxicloroquina é a cura da Covid-19 e que máscaras fazem mal ,"Além disso, eu coloquei a mim mesmo, minha equipe e vários médicos que conheço na hidroxicloroquina por prevenção. Porque pelo mecanismo de ação que funciona cedo, e como profilaxia. Nós atendemos 10 a 15 pacientes com Covid todo dia. Nós damos a eles tratamento respiratório e usamos apenas máscaras cirúrgicas, nenhum de nós ficou doente. Ela [hidroxicloroquina] funciona! Então, eu vim até aqui em Washington para dizer para a América. Ninguém precisa morrer Eu estou chateada, e a razão é que eu vejo pessoas que não conseguem respirar. Eu vejo pais e diabéticos sentarem no meu consultório sabendo que isso é uma sentença de morte. E eles não conseguem respirar. E eu abraço eles, e eu digo que vai ficar bem, você já vai embora. E nós os tratamos, e eles vão embora. Nenhum morreu.",1
Boatos-322,https://www.boatos.org/saude/stella-emanuel-verdade-hidroxicloroquina-cura-covid-mascaras-fazem-mal.html,2020-07-28 21:18:07-03:00,Dra. Stella Emanuel fala a verdade ao dizer que hidroxicloroquina é a cura da Covid-19 e que máscaras fazem mal ,"Então, se algum falso cientista vier, alguém patrocinado por essas falsas farmacêuticas, vier e dizer “ah, nós fizemos estudos e descobrimos que não funciona”. Eu posso dizer que categoricamente “é ciência falsa”. Eu quero saber quem está patrocinando esse estudo, quero saber quem está por trás dele porque não há como eu tratar mais de 350 pacientes e contando e ninguém está morreu e todos eles melhores. E você vai me dizer que testou 20 ou 40 e não funcionou? Esse vírus tem cura e se chama hidroxicloroquina, zinco e o azitromicina. Eu sei que você querem falar de máscara, ALÔ! Você não precisa de máscara, existe uma cura! Eu sei que você não quer abrir as escolas. Não! Você não precisa colocar as pessoas em lockdown, existe uma prevenção e existe uma cura”.",1
Boatos-323,https://www.boatos.org/entretenimento/maikelly-muhl-morre-apos-sofrer-acidente-carro-contrair-coronavirus.html,2020-07-28 15:33:04-03:00,Maikelly Muhl morre após sofrer acidente de carro e contrair coronavírus ,"A famosinha do Instagram Maikelly Muhl sofre acidente gravíssimo após tentativa de assalto em um dos trechos da Avenida Nove de Julho próximo ao Jardins, ela tentava escapar dos bandidos com seu carro mas foi perseguida e atingida por 3 tiros, com isso Maikelly perdeu a direção de seu carro e bateu o veículo com outros dois provocando uma forte destruição. A ambulância chegou 10 minutos depois e conseguiram levar Maikelly ao hospital de Morumbi ainda com vida. Depois de algumas horas, Maikelly acabou sendo contaminada por sintomas de Coronavírus e infelizmente veio à óbito.",1
Boatos-324,https://www.boatos.org/entretenimento/maikelly-muhl-morre-apos-sofrer-acidente-carro-contrair-coronavirus.html,2020-07-28 15:33:04-03:00,Maikelly Muhl morre após sofrer acidente de carro e contrair coronavírus ,"De acordo com algumas denúncias feitas por diversos homens, vítimas de estelionato causado pela Maikelly, a polícia federal foi até à um dos apartamentos de luxo no Centro de São Paulo onde a mesma ficava fazendo programas e vendendo drogas, os agentes arrombaram as portas e encontraram mais de 300 papelotes de cocaína, maconha, loló, skunky e ecstasy, além de duas pistolas semi automaticas que pertenciam à Maikelly, além de terem encontrados diversos objetos de luxo validos a ouro e prata e também cerca de mais de R$450.000,00 em dinheiros e 18 cartões de crédito clonados que supostamente seriam durante seus golpes aplicados contra os “clientes”.",1
Boatos-325,https://www.boatos.org/entretenimento/maikelly-muhl-morre-apos-sofrer-acidente-carro-contrair-coronavirus.html,2020-07-28 15:33:04-03:00,Maikelly Muhl morre após sofrer acidente de carro e contrair coronavírus ,"No entento, todos esses materiais, incluindo dinheiros e cartões foram apreendidos pelos policiais e o apartamento de luxo que pertencia a ela foi interditada por tempo indeterminado, ou seja, ninguém poderá vender e nem comprar o terreno até segundo às ordens da Justiça. O corpo de Maikelly Muhl será cremado na Quinta-feira.",1
Boatos-326,https://www.boatos.org/saude/cobaia-de-doria-passou-mal-com-vacina-da-china.html,2020-07-28 13:20:24-03:00,Cobaia de Doria relata que passou mal após tomar vacina da China contra Covid-19 ,"COBAIA DO DÓRIA QUE TOMOU A VACINA. “Comecei a me sentir indisposta, enorme moleza no corpo, muito sono, cansaço e febre de 38 graus, meu corpo inteiro começou a doer; e os olhos a lacrimejar, a dor no braço é absurda, mal posso levantá-lo”.",1
Boatos-327,https://www.boatos.org/saude/vacina-chinesa-covid-feita-fetos-bebes-abortados.html,2020-07-27 12:34:56-03:00,Vacina chinesa contra Covid-19 é feita de fetos de bebês abortados ,"“VACINAS CHINESAS CONTÊM CÉLULAS DE BEBÊS ABORTADOS – O Partido Genocida Chinês já deu provas de que não utiliza a moral para a realização de seus feitos. É ponto pacífico o fato de que eles utilizam CÉLULAS DE BEBÊS ABORTADOS para suas mirabolantes vacinas. Para a vacina contra a COVID-19, eles negam ter utilizado, mas conhecemos o histórico chinês sobre o assunto”.",1
Boatos-328,https://www.boatos.org/saude/vacina-chinesa-testada-sp-nao-aplicada-voluntaria-farsa-doria.html,2020-07-25 12:55:46-03:00,Vacina chinesa testada em SP não foi aplicada em voluntária e tudo é uma farsa de Doria ,"“Querem enganar os inocentes, preste atenção na voluntária tomando a vacina quem será o próximo”.",1
Boatos-329,https://www.boatos.org/saude/vacina-chinesa-testada-sp-nao-aplicada-voluntaria-farsa-doria.html,2020-07-25 12:55:46-03:00,Vacina chinesa testada em SP não foi aplicada em voluntária e tudo é uma farsa de Doria ,"A médica voluntária, tomou a vacina chinesa. E não precisou nem tirar o protetor da agulha. NÃO LIMPARAM COM ALGODÃO .Também não ficou marca e não precisou segurar com algodão para não sangrar depois. É muita eficiência”.",1
Boatos-330,https://www.boatos.org/saude/vacina-chinesa-testada-sp-nao-aplicada-voluntaria-farsa-doria.html,2020-07-25 12:55:46-03:00,Vacina chinesa testada em SP não foi aplicada em voluntária e tudo é uma farsa de Doria ,"“1a voluntária (atriz) a aceitar a vacina. Esconde com a mão na hora de aplicar e quando a agulha sai, já sai com a tampa de proteção... Tudo encenação... É o estado contra o povo sempre...”.",1
Boatos-331,https://www.boatos.org/politica/doria-sem-mascara-primeiro-tomar-vacina-chinesa-contra-covid-19.html,2020-07-25 11:35:58-03:00,"Doria, sem máscara, foi o primeiro a tomar a vacina chinesa contra Covid-19 ","O lunático Governador de São Paulo João Doria tomando vacina, enfermeira sem luvas e ambos sem máscara, mas aaaaa, se fosse o presidente Bolsonaro!",1
Boatos-332,https://www.boatos.org/politica/doria-sem-mascara-primeiro-tomar-vacina-chinesa-contra-covid-19.html,2020-07-25 11:35:58-03:00,"Doria, sem máscara, foi o primeiro a tomar a vacina chinesa contra Covid-19 ","TUDO FORA DO PADRÃO... *Enfermeira sem luvas – ok *Enfermeira sem máscara – ok *João Dória Agripino sem máscara – ok -Quem acredita que Agripino tomou a vacina da China ? O cara está manipulando as pessoas mais que a rede Globo, deve ter aprendido com a emissora... Um governador que aos poucos está deteriorando com o estado Paulista ! #SimplesmenteUmVerme #NãoTomemEstaVacina",1
Boatos-333,https://www.boatos.org/politica/doria-sem-mascara-primeiro-tomar-vacina-chinesa-contra-covid-19.html,2020-07-25 11:35:58-03:00,"Doria, sem máscara, foi o primeiro a tomar a vacina chinesa contra Covid-19 ",,1
Boatos-334,https://www.boatos.org/politica/doria-sem-mascara-primeiro-tomar-vacina-chinesa-contra-covid-19.html,2020-07-25 11:35:58-03:00,"Doria, sem máscara, foi o primeiro a tomar a vacina chinesa contra Covid-19 ",Dória supostamente tomando vacina. Ele e a enfermeira sem máscaras e ela sem luvas. Belos exemplos...,1
Boatos-335,https://www.boatos.org/saude/medico-elsimar-coutinho-morreu-decorrencia-covid-19.html,2020-07-24 09:42:54-03:00,Médico Elsimar Coutinho morreu em decorrência da Covid-19 ,"Morre o médico Elsimar Coutinho Morreu agora há pouco Elsimar Coutinho. O médico, de 90 anos, estava internado na UTI do Hospital Aliança desde segunda-feira (20). Ele foi levado para a unidade de saúde após apresentar dificuldade para respirar. Lá, ele então foi submetido a teste, que deu positivo para a Covid-19.",1
Boatos-336,https://www.boatos.org/saude/altas-taxas-vitamina-d-diminuem-mortalidade-covid.html,2020-07-23 19:59:29-03:00,Estudo alemão prova que altas taxas de vitamina D diminuem taxa de mortalidade por Covid-19 ,"“COVID-19. TAXA DE MORTALIDADE vs NÍVEIS DE VITAMINA D. Estudos realizados na Alemanha e conduzidos por Dr. Bernd Glauner e Lorenz Borsche com 780 pacientes com COVID-19, chegou a seguinte conclusão: – VITAMINA D acima de 34ng/ml: Zero mortes. – VITAMINA D acima de 60ng/ml: Sintomas de gripe. – VITAMINA D acima de 80ng/ml: Nenhum sintoma. – VITAMINA D acima de 80ng/ml: Nenhum sintoma”.",1
Boatos-337,https://www.boatos.org/saude/empresa-chinesa-produz-vacina-contra-covid-19-vacinas-falsas.html,2020-07-23 17:16:43-03:00,Empresa chinesa que produz vacina contra a Covid-19 vendia vacinas falsas ,"Empresas Chinesas vendiam vacinas falsas contra Polio,Tetano e difteria.Não esqueçam!",1
Boatos-338,https://www.boatos.org/saude/empresa-chinesa-produz-vacina-contra-covid-19-vacinas-falsas.html,2020-07-23 17:16:43-03:00,Empresa chinesa que produz vacina contra a Covid-19 vendia vacinas falsas ,Super confiáveis as vacinas chinesas! Vamos todos ficar livres do Corona!,1
Boatos-339,https://www.boatos.org/saude/empresa-chinesa-produz-vacina-contra-covid-19-vacinas-falsas.html,2020-07-23 17:16:43-03:00,Empresa chinesa que produz vacina contra a Covid-19 vendia vacinas falsas ,"TÔ FALANDO QUE NÃO CONFIO,PRINCIPALMENTE AGORA EM DOBRADINHA COM O DORIANA... Ching Ling2............Seringa",1
Boatos-340,https://www.boatos.org/saude/empresa-chinesa-produz-vacina-contra-covid-19-vacinas-falsas.html,2020-07-23 17:16:43-03:00,Empresa chinesa que produz vacina contra a Covid-19 vendia vacinas falsas ,"ATENÇÃO!Rosto pensativo Joao Dória leia sobre, o que seus parceiros chineses fizeram no verão passado! Voce já tinha ciência desse genocídio ? Ai você Cara de bravopretende fazer o mesmo em São Paulo? ” Empresa chinesa vendia vacinas falsas contra pólio, tétano e difteria “",1
Boatos-341,https://www.boatos.org/mundo/victorias-secret-cirque-soleil-decretaram-falencia-causa-pandemia-covid.html,2020-07-23 12:21:49-03:00,Victoria's Secret e Cirque du Soleil decretaram falência por causa da pandemia da Covid-19 ,"“O mundo dá voltas... “A Victoria’s Secret declarou falência. Assim como o Cirque du Solei. A Zara fechou 1.200 lojas. Chanel, Hermes e Rolex interromperam a produção. A Nike prepara-se para a segunda etapa de demissões. O fundador do AirBnb disse que, devido à pandemia, 12 anos de esforços foram destruídos em 6 semanas. A Starbucks anunciou encerramento permanente de 400 lojas. E a lista continua... Cinco meses de pandemia criaram muitas dívidas e dezenas de milhares de empresas faliram. Se a empresa onde você trabalha ainda se mantém, sem cortes ou demissões, trate-a bem e também aos seus clientes. Enfrentamos uma pandemia que não pode ser controlada. 2020 é sobre sobrevivência... Deixe de lado as pequenas reclamações diárias e seja agradecido com o que você tem... Seja grato”.",1
Boatos-342,https://www.boatos.org/saude/cascas-laranja-limao-contem-ivermectina-cloroquina-curam-covid-19.html,2020-07-22 13:21:27-03:00,Cascas de laranja e limão contêm ivermectina e cloroquina e curam a covid-19 ,“Pesquise A Cloroquina esta na casca do limão e laranja Bata no liquidificador para diminuir o amargo da casca use Mel”.,1
Boatos-343,https://www.boatos.org/saude/cascas-laranja-limao-contem-ivermectina-cloroquina-curam-covid-19.html,2020-07-22 13:21:27-03:00,Cascas de laranja e limão contêm ivermectina e cloroquina e curam a covid-19 ,"Cloroquina e Ivermectina naturais, na.casca da laranja e do limão Ensina como fazer e tomar, seja como. preventivo ou para curar",1
Boatos-344,https://www.boatos.org/saude/cascas-laranja-limao-contem-ivermectina-cloroquina-curam-covid-19.html,2020-07-22 13:21:27-03:00,Cascas de laranja e limão contêm ivermectina e cloroquina e curam a covid-19 ,"“Cloroquina está na casca da laranja e do limão. É uma coisa que a gente tem em casa, em abundância, e é baratinho, baratinho, tá? Como é que a gente vai fazer? A gente vai pegar uma laranja e um limão, vai cortar ele em pedaços, com casca e tudo, que o princípio ativo dos dois remédios, do ivermectina e do cloroquina, tá na laranja e no limão, na casca dos dois. Então, a gente vai cortar com tudo, pedaços e colocar dentro do liquidificador, com um copo de água e uma colher de mel ou de açúcar, à sua preferência, porque ele amarga um pouquinho. Vai bater, vai fazer um suco. Se você não tem o Covid-19, você vai tomar dois copos por dia, um de manhã e um à tarde. Se você já está com o Covid-19, você vai tomar quatro copos, dois de manhã e dois de tarde. Aqui tá o princípio ativo desses medicamentos que são usados nos hospitais que os médicos estão passando, tá? Vamos fazer o uso em casa. Passe pro máximo de pessoas que você conhece, pois isso nós não podemos ser egoístas. Se nós temos o remédio caseiro, barato, em casa, vamos fazer o uso dele. Isso, durante uma semana, você vai fazer, tá? Todos os dias. Não fica caro, é baratinho e dá pra gente fazer e evitar um mal maior. Vamos acabar com esse vírus, o mais rápido possível. Tá aqui, em nossas mãos, a cura. Que Deus abençoe vocês e tenham um ótimo final de semana. Fique com Deus”.",1
Boatos-345,https://www.boatos.org/politica/governadores-escondem-respiradores-em-galpoes.html,2020-07-21 14:26:27-03:00,Governadores e prefeitos escondem respiradores enviados por Bolsonaro em galpões e não mandam para hospitais ,"MEU DEUS, PORQUE ESTÁ MORRENDO TANTA GENTE?!!!! Quem são os genocidas?! Não dá pra acreditar que existem pessoas que conseguem fazer tamanho absurdo e assassinatos em tempos da PANDEMIA. Enquanto as pessoas desesperadamente gritam por socorro para sobreviver os assassinos, genocidas escondem em galpões os respiradores e equipamentos que o governo federal *Bolsonaro* liberou para salvar vidas. OS ESQUERDALHAS, ASSASSINOS, ESCONDERAM PARA CULPAR O PRESIDENTE. Deus da paz da justiça da vida, derruba, queima e caíam por terra todos os inimigos do mal da face da terra em nome de Jesus Cristo Amém.",1
Boatos-346,https://www.boatos.org/politica/governadores-escondem-respiradores-em-galpoes.html,2020-07-21 14:26:27-03:00,Governadores e prefeitos escondem respiradores enviados por Bolsonaro em galpões e não mandam para hospitais ,Bolsonaro manda respiradores e EPIs mas governadores estaduais e prefeitos abandonam o material em galpões. É a esquerda criminosa trabalhando contra os brasileiros.,1
Boatos-347,https://www.boatos.org/tecnologia/argentina-esta-fazendo-isso-video-desliga-telefone-10-segundos-cnn.html,2020-07-19 12:35:35-03:00,"“Argentina está fazendo isso” é um vídeo que desliga o telefone em 10 segundos, diz CNN ","Eles vão começar a circular um vídeo no WhatsApp que mostra como a curva Covid19 está se achatando na Argentina. O arquivo se chama “Argentina está fazendo isso”, não o abra ou veja, ele desliga o telefone em 10 segundos e não pode ser parado de forma alguma. Passe as informações para sua família e amigos. Agora eles também disseram isso na CNN.",1
Boatos-348,https://www.boatos.org/saude/teste-covid-19-cotonete-danos-cerebro-barreira-sangue-cerebral.html,2020-07-16 18:19:38-03:00,Teste de Covid-19 que utiliza cotonete causa danos no cérebro porque atinge barreira sangue-cerebral ,"“Sabe esse “cotonetão” que estão usando para testar covid? Então... “O local em que eles estão “obtendo uma amostra” para o teste Covid-19 é chamado de Barreira Sangue-Cerebral. É uma única camada de células que protege o cérebro de metais pesados, pesticidas e outras substâncias tóxicas que geralmente são mantidas de fora. É assim que os nutrientes vitais, como o oxigênio, atingem o cérebro. Se, de alguma forma, a sua barreira hematoencefálica estiver comprometida, ela se tornará uma “barreira hematoencefálica com vazamento”, que é um cérebro inflamado! Em seguida, permite que bactérias e outras toxinas entrem no seu cérebro e infectem o tecido cerebral, o que pode levar a inflamação e, às vezes, à morte.",1
Boatos-349,https://www.boatos.org/saude/teste-covid-19-cotonete-danos-cerebro-barreira-sangue-cerebral.html,2020-07-16 18:19:38-03:00,Teste de Covid-19 que utiliza cotonete causa danos no cérebro porque atinge barreira sangue-cerebral ,"**** Mais sintomas (longo e curto prazo) incluem autismo, DDA, TDAH, doenças cardíacas, doenças autoimunes, câncer, doenças neurodegenerativas, acidente vascular cerebral, danos no fígado, fadiga crônica que não se resolve com repouso, hipóxia, ansiedade, humor distúrbios, depressão e outras condições de saúde mental como esquizofrenia; convulsões, perda de memória e declínio cognitivo, resultando em Alzheimer ou Demência, fluxo sanguíneo insuficiente para o cérebro, atividade cerebral anormal!” Agora, faça esse teste e caso entre qualquer contaminação aí sim você estará bem encrencado!!”.",1
Boatos-350,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03-03:00,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ",Araras na lagoa Rodrigo de Freitas no Rio de Janeiro #VivaAMãeNatureza E a arara faz pose para defender a cria...,1
Boatos-351,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03-03:00,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ","Lagoa Rodrigo de Freitas... A Natureza se renovando... O homem até tenta destruí-la, mas a #natureza resiste e continua nos proporcionando espetáculos #exuberantes.",1
Boatos-352,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03-03:00,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ",Lagoa Rodrigo de Freitas continua sendo poluída com aval dos parasitas políticos e corporações cariocas. Mas as araras tão voltando....,1
Boatos-353,https://www.boatos.org/brasil/araras-filmadas-lagoa-rodrigo-freitas-rio-de-janeiro-pandemia.html,2020-07-16 13:28:03-03:00,"Araras são filmadas na Lagoa Rodrigo de Freitas, no Rio de Janeiro, durante pandemia ","Alojada em um tronco de uma árvore isolada, às margens da Lagoa Rodrigo de Freitas, na cidade do Rio de Janeiro, uma família de araras-canindé (Ara ararauna) passa a noite. Descobertas por um cinegrafista amador, as belas aves se agitam como se estivessem reclamando de terem a sua privacidade invadida.",1
Boatos-354,https://www.boatos.org/saude/fiocruz-desenvolveu-vacina-de-oxford.html,2020-07-16 12:20:13-03:00,"Fiocruz foi responsável por desenvolver a vacina de Oxford, que está na fase 3 ","Parabéns Fiocruz! Vacina em estágio 3! A Fiocruz descobriu o genoma e as divisões celulares do covide no mês de abril! Foi ela quem descobriu que sua base era de gordura. Porém, a Fiocruz não tinha a tecnologia para desenvolver a vacina, mas sabia como deveria ser feito. Procurou o Governo Federal na época e este não deu ouvidos, não autorizou auxílio financeiro e desprezou a pesquisa! A Fiocruz se uniu ao Butantan em São Paulo que se comunicou com Oxford... Esses cientistas se comunicaram e compartilharam o descobrimento do genoma e a Oxford entrou com a tecnologia. Deixaram os políticos literalmente de lado para concluírem a pesquisa! As pesquisas estão em fase de conclusão, com 93% de êxito Parabéns FIOCRUZ! Recorte do Texto de Fabiana Braz",1
Boatos-355,https://www.boatos.org/brasil/china-comprou-sabesp-cptm-comgas-anel-mineradora-band-globo.html,2020-07-15 20:27:34-03:00,"China comprou a Sabesp, CPTM, Comgas, Anel, mineradora, Band e Globo ","Enquanto o povo se preocupa só com a peste comunista chinesa, vendo isso sem parar 24 horas por dia na #globolixo, esquecem que o partido comunista chinês já comprou: SABESP CPTM COMGAZ ANEL MINERADORA DE EXTRAÇÃO DE FERRO EM MINAS GERAIS TV BAND O PCC CHINÊS VAI COMPRAR E PAGAR TODA A DÍVIDA DA GLOBOLIXO. ESTÁ DE OLHO NO AGRONEGÓCIO DO BRASIL. VAI COMPRAR MUITAS TERRAS, PARA PRODUZIR ALIMENTOS PARA SI MESMO. ESTÁ DE OLHO NOS PORTOS, QUE SÃO A SAÍDA DE ALIMENTOS PARA ELES, PRINCIPALMENTE O PORTO DE SANTOS, O MAIOR PORTO DA AMÉRICA LATINA!!",1
Boatos-356,https://www.boatos.org/brasil/china-comprou-sabesp-cptm-comgas-anel-mineradora-band-globo.html,2020-07-15 20:27:34-03:00,"China comprou a Sabesp, CPTM, Comgas, Anel, mineradora, Band e Globo ","A REALIDADE É QUE O PARTIDO COMUNISTA CHINÊS ESTÁ LEGALMENTE COMENDO PELAS BEIRADAS O BRASIL INTEIRO E O POVO SÓ TEM OLHOS, 24 HORAS POR DIA, PARA A PESTE COMUNISTA CHINESA!! O PARTIDO COMUNISTA CHINÊS VAI TOMAR CONTA DE ÁREAS PRODUTIVAS E NÃO PRODUTIVAS E TRANSFORMÁ-LAS EM TERRITÓRIO COMUNISTA CHINÊS LEGALIZADO. ACORDEM, FORÇAS ARMADAS! NOSSA SOBERANIA ESTÁ INDO PARA A CHINA, MESMO!! A ÍNDIA EXPULSOU TODAS AS EMPRESAS CHINESAS QUE LÁ ESTAVAM, TIVERAM QUE USAR DINHEIRO DE SUAS RESERVAS PARA COMPRÁ-LAS. O PARTIDO COMUNISTA CHINÊS ESTÁ COMPRANDO, A PREÇO DE BANANA, TODAS AS EMPRESAS BRASILEIRAS QUE QUEBRARAM E NÃO FORAM ARREMATADAS POR EMPRESAS DAQUI!!",1
Boatos-357,https://www.boatos.org/brasil/china-comprou-sabesp-cptm-comgas-anel-mineradora-band-globo.html,2020-07-15 20:27:34-03:00,"China comprou a Sabesp, CPTM, Comgas, Anel, mineradora, Band e Globo ","Com certeza, estão ajudando a prorrogar esta pandemia no Brasil para que os emissários do partido comunista chinês venham aqui e comprem todas as empresas quebradas, com o auxílio dos políticos corruptos e de toda a esquerdalha camuflada no Brasil. O desgovernador doriana quer vender o Estado mais rico do Brasil para os chineses. Fica a dica: QUANDO O POVO ACORDAR, SERÁ TARDE DEMAIS!! ACORDEM, FORÇAS ARMADAS!",1
Boatos-358,https://www.boatos.org/saude/ivermectina-ajudou-africa-controlar-pandemia-covid-19.html,2020-07-15 14:52:16-03:00,Ivermectina ajudou África a controlar pandemia de Covid-19 no continente ,"“Paradoxo Africano. Em tempo, o FDA (rigorosa agência americana) acaba de confirmar a eficácia da Ivermectina in vitro, ou seja, em laboratório. O teste in vivo, ou seja, em pessoas, ainda irá demorar meses. Mas, antes disso, vejam o que acontece hoje na África (2 de junho de 2020). Nanímia: População: 30 milhões. Motos por covid: 0. Toma ivermectina para tratamento de filariose anualmente. Botswana: População: 2.3 milhões. Mortos por covid: 1. Toma ivermectina. África do Sul: País mais rico da região. População: 57.7 milhões. Mortes por convid: 2.750. Não toma ivermectina. Filariose erradicada. Lesotho (paupérrimo: População: 3 milhões. Mortos por covid: 0. Toma ivermectina. Moçambique: População: 30 milhões. Mortes por covid: 6. Toma ivermectina anualmente para combate à filariose. Mesmo considerando que há uma certa subnotificação (o que para óbitos é muito difícil, os números carecem de uma explicação”.",1
