,id,link,date,title,text,imageLink,subtitle,explanation,source,text_analysis,classification
549,boatos-550,https://www.boatos.org/entretenimento/direitos-autorais-musica-volare-repassados-hospital-bergamo.html,2020-04-04 20:04:06,Direitos autorais da música Volare foram repassados para o hospital de Bergamo,"Esta canção é da mais famosa banda italiana dos anos 70. Eles passaram os direitos autorais para o hospital de Bergamo. Cada clique no vídeo ajuda o hospital porque o YouTube paga a eles por clique. No hospital de Bergamo morreram 800 pessoas num só dia. Se puderem, repassem. Grazie di cuore",,,,,"Esta canção é da mais famosa banda italiana dos anos 70. Eles passaram os direitos autorais para o hospital de Bergamo. Cada clique no vídeo ajuda o hospital porque o YouTube paga a eles por clique. No hospital de Bergamo morreram 800 pessoas num só dia. Se puderem, repassem. Grazie di cuore",1
550,boatos-551,https://www.boatos.org/saude/vinho-cura-previne-coronavirus-beneficia-medida-provisoria-governo.html,2020-04-04 17:24:46,Vinho cura e previne o coronavírus e se beneficia de Medida Provisória do governo,"Em tempos de quarentena, vamos de notícia boa! O Coronavírus morre no vinho! Essa afirmação foi feita em um comunicado emitido dia 23 de março pela Federação Espanhola de Enologia. Após os enólogos estudarem a composição química do vinho e os requisitos de sobrevivência do novo Coronavírus, concluíram que “a sobrevivência do coronavírus no vinho parece impossível porque a combinação concomitante da presença de álcool, um ambiente hipotônico e a presença de polifenóis (substâncias naturais antioxidantes que se encontram em abundância no vinho) impedem a vida e a multiplicação do próprio vírus”.",,,,,"Em tempos de quarentena, vamos de notícia boa! O Coronavírus morre no vinho! Essa afirmação foi feita em um comunicado emitido dia 23 de março pela Federação Espanhola de Enologia. Após os enólogos estudarem a composição química do vinho e os requisitos de sobrevivência do novo Coronavírus, concluíram que “a sobrevivência do coronavírus no vinho parece impossível porque a combinação concomitante da presença de álcool, um ambiente hipotônico e a presença de polifenóis (substâncias naturais antioxidantes que se encontram em abundância no vinho) impedem a vida e a multiplicação do próprio vírus”.",1
551,boatos-552,https://www.boatos.org/saude/vinho-cura-previne-coronavirus-beneficia-medida-provisoria-governo.html,2020-04-04 17:24:46,Vinho cura e previne o coronavírus e se beneficia de Medida Provisória do governo,"Em seguida, os enólogos foram questionados se então o consumo de vinho seria eficiente na prevenção da Covid-19 e eles asseguraram que o consumo moderado da bebida pode ser usado como um agente profilático, uma vez que “pode contribuir para uma melhor higiene da cavidade bucal e da faringe, onde é comum o vírus alojar-se numa eventual infeção”. Lembramos ainda que, 2017, um estudo da Universidade de Washington, descobriu que os flavonoides presentes no vinho, especialmente tinto, “poderiam deter o avanço da gripe (igualmente de origem viral) e limitar os seus sintomas”.",,,,,"Em seguida, os enólogos foram questionados se então o consumo de vinho seria eficiente na prevenção da Covid-19 e eles asseguraram que o consumo moderado da bebida pode ser usado como um agente profilático, uma vez que “pode contribuir para uma melhor higiene da cavidade bucal e da faringe, onde é comum o vírus alojar-se numa eventual infeção”. Lembramos ainda que, 2017, um estudo da Universidade de Washington, descobriu que os flavonoides presentes no vinho, especialmente tinto, “poderiam deter o avanço da gripe (igualmente de origem viral) e limitar os seus sintomas”.",1
552,boatos-553,https://www.boatos.org/saude/vinho-cura-previne-coronavirus-beneficia-medida-provisoria-governo.html,2020-04-04 17:24:46,Vinho cura e previne o coronavírus e se beneficia de Medida Provisória do governo,"E o Vinho se beneficia com o Coronavirus A Medida Provisória de no 937, de 31.3.2020 que será publicada no Diário Oficial da União amanhã, declara o Vinho, seja ele nacional ou importado um produto com tratamento de remédio de extrema urgência e de defesa nacional da saúde pública, por sua função. [...]",,,,,"E o Vinho se beneficia com o Coronavirus A Medida Provisória de no 937, de 31.3.2020 que será publicada no Diário Oficial da União amanhã, declara o Vinho, seja ele nacional ou importado um produto com tratamento de remédio de extrema urgência e de defesa nacional da saúde pública, por sua função. [...]",1
553,boatos-554,https://www.boatos.org/saude/vinho-cura-previne-coronavirus-beneficia-medida-provisoria-governo.html,2020-04-04 17:24:46,Vinho cura e previne o coronavírus e se beneficia de Medida Provisória do governo,"Parece inacreditável, mas precisou uma epidemia de um vírus para que o Vinho pudesse finalmente ser olhado com carinho pelo governo. A iniciativa partiu do Ministro da Saúde, Luiz Mandetta, do Ministro da Cidadania Onyx Lorenzoni, e teve a aprovação imediata do Ministro da Economia Paulo Guedes, que se reuniram ontem `a noite com o Presidente Jair Bolsonaro que determinou a redação da MP.",,,,,"Parece inacreditável, mas precisou uma epidemia de um vírus para que o Vinho pudesse finalmente ser olhado com carinho pelo governo. A iniciativa partiu do Ministro da Saúde, Luiz Mandetta, do Ministro da Cidadania Onyx Lorenzoni, e teve a aprovação imediata do Ministro da Economia Paulo Guedes, que se reuniram ontem `a noite com o Presidente Jair Bolsonaro que determinou a redação da MP.",1
554,boatos-555,https://www.boatos.org/saude/vinho-cura-previne-coronavirus-beneficia-medida-provisoria-governo.html,2020-04-04 17:24:46,Vinho cura e previne o coronavírus e se beneficia de Medida Provisória do governo,"O que sabe é que a Medida Provisória de no 937, de 31.3.2020 determinará que o Vinho fique isento de todos os impostos para que seu preço fique acessível a mais brasileiros. O Setor do Vinho e sua cadeia de vendas, representado pela Uvibra, ABBA, ABRAS, ABRASEL, entre outras entidades, foi chamado `as pressas a Brasília para uma reunião com o Ministro Paulo Guedes (deve estar acontecendo hoje), onde o governo solicitará uma contra-partida. [...]",,,,,"O que sabe é que a Medida Provisória de no 937, de 31.3.2020 determinará que o Vinho fique isento de todos os impostos para que seu preço fique acessível a mais brasileiros. O Setor do Vinho e sua cadeia de vendas, representado pela Uvibra, ABBA, ABRAS, ABRASEL, entre outras entidades, foi chamado `as pressas a Brasília para uma reunião com o Ministro Paulo Guedes (deve estar acontecendo hoje), onde o governo solicitará uma contra-partida. [...]",1
555,boatos-556,https://www.boatos.org/tecnologia/cacau-show-dando-ovos-pascoa-quem-ficar-casa-compartilhar-link-whatsapp.html,2020-04-04 14:26:51,Cacau Show está dando ovos de Páscoa para quem ficar em casa e compartilhar link no WhatsApp,"Obaa, a Cacau Show vai salvar nossa Páscoa!! Eles tão dando e entregando mais de 5000 ovos de páscoa. Corre e garante o seu [site]",,,,,"Obaa, a Cacau Show vai salvar nossa Páscoa!! Eles tão dando e entregando mais de 5000 ovos de páscoa. Corre e garante o seu [site]",1
556,boatos-557,https://www.boatos.org/tecnologia/cacau-show-dando-ovos-pascoa-quem-ficar-casa-compartilhar-link-whatsapp.html,2020-04-04 14:26:51,Cacau Show está dando ovos de Páscoa para quem ficar em casa e compartilhar link no WhatsApp,ESTAMOS DOANDO E ENTREGANDO 5000 OVOS DE PÁSCOA INTEIRAMENTE GRÁTIS. #FICAEMCASA RESPONDA AS PERGUNTAS ABAIXO: 1 – QUAL TIPO DE CHOCOLATE PREFERE? AO LEITE CACAU 70% 2 – COMPROU EM NOSSAS LOJAS NOS ÚLTIMOS 3 MESES? SIM NÃO 3 – JÁ FICOU INSATISFEITO COM ALGUM PRODUTO CACAU SHOW? SIM NÃO,,,,,ESTAMOS DOANDO E ENTREGANDO 5000 OVOS DE PÁSCOA INTEIRAMENTE GRÁTIS. #FICAEMCASA RESPONDA AS PERGUNTAS ABAIXO: 1 – QUAL TIPO DE CHOCOLATE PREFERE? AO LEITE CACAU 70% 2 – COMPROU EM NOSSAS LOJAS NOS ÚLTIMOS 3 MESES? SIM NÃO 3 – JÁ FICOU INSATISFEITO COM ALGUM PRODUTO CACAU SHOW? SIM NÃO,1
557,boatos-558,https://www.boatos.org/tecnologia/cacau-show-dando-ovos-pascoa-quem-ficar-casa-compartilhar-link-whatsapp.html,2020-04-04 14:26:51,Cacau Show está dando ovos de Páscoa para quem ficar em casa e compartilhar link no WhatsApp,"VOCÊ ACABA DE GANHAR UM OVO DE PÁSCOA CACAU SHOW GRÁTIS. COMO PROCEDER: 1. COMPARTILHE A PROMOÇÃO COM 15 CONTATOS OU GRUPOS NO SEU WHATSAPP 2. APÓS COMPARTILHAR, CLIQUE EM ESCOLHER SABOR E SIGA AS INSTRUÇÕES 3. VOCÊ RECEBERÁ SEU OVO DE PÁSCOA EM ATÉ 3 DIAS ÚTEIS WHATSAPP ESCOLHER SABOR",,,,,"VOCÊ ACABA DE GANHAR UM OVO DE PÁSCOA CACAU SHOW GRÁTIS. COMO PROCEDER: 1. COMPARTILHE A PROMOÇÃO COM 15 CONTATOS OU GRUPOS NO SEU WHATSAPP 2. APÓS COMPARTILHAR, CLIQUE EM ESCOLHER SABOR E SIGA AS INSTRUÇÕES 3. VOCÊ RECEBERÁ SEU OVO DE PÁSCOA EM ATÉ 3 DIAS ÚTEIS WHATSAPP ESCOLHER SABOR",1
558,boatos-559,https://www.boatos.org/brasil/china-comprou-cooperativas-do-parana-durante-pandemia.html,2020-04-04 12:42:40,"China comprou cooperativas I.Riedi e Moinho Iguaçu, do Paraná, durante pandemia ","COMPRANDO O BRASIL “Enquanto isso a DKBA Chinesa compra a Belagricola de Londrina, a I.Ried também a Moinho Iguaçu. Como diz o Presidente eles não querem comprar do Brasil eles querem comprar o Brasil. Quando acordarmos a China será o grande celeiro do mundo”. (veio de Maria De Fátima Do Nascimento) Via Dirceu Pio",,,,,"COMPRANDO O BRASIL “Enquanto isso a DKBA Chinesa compra a Belagricola de Londrina, a I.Ried também a Moinho Iguaçu. Como diz o Presidente eles não querem comprar do Brasil eles querem comprar o Brasil. Quando acordarmos a China será o grande celeiro do mundo”. (veio de Maria De Fátima Do Nascimento) Via Dirceu Pio",1
559,boatos-560,https://www.boatos.org/brasil/china-comprou-cooperativas-do-parana-durante-pandemia.html,2020-04-04 12:42:40,"China comprou cooperativas I.Riedi e Moinho Iguaçu, do Paraná, durante pandemia ","Mais uma vez o governo chinês ameaça a sociedade brasileira e obtemos informações recentes de que o governo chinês está comprando empresas no Paraná em virtude da falência das empresas decorrentes do epidemia no Brasil e a quarentena horizontal forçada da população brasileira a não trabalhar!! Podemos citar como empresas recente queridas a poucas horas atrás o moinho Iguaçu e a empresa Riedi ambas cooperativas. Em breve a China vai controlar a produção agrícola brasileira e isso está acontecendo agora. Quando o surto da idiotia das pessoas passaram elas, perceberão, as consequências nefastas para a população brasileira com a compra de cooperativas agrícolas em virtude do estado de falência financeira, e o controle nas mãos dos comunistas chineses. É necessário romper com a China. Este embaixador deve ser expulso urgentemente !!",,,,,"Mais uma vez o governo chinês ameaça a sociedade brasileira e obtemos informações recentes de que o governo chinês está comprando empresas no Paraná em virtude da falência das empresas decorrentes do epidemia no Brasil e a quarentena horizontal forçada da população brasileira a não trabalhar!! Podemos citar como empresas recente queridas a poucas horas atrás o moinho Iguaçu e a empresa Riedi ambas cooperativas. Em breve a China vai controlar a produção agrícola brasileira e isso está acontecendo agora. Quando o surto da idiotia das pessoas passaram elas, perceberão, as consequências nefastas para a população brasileira com a compra de cooperativas agrícolas em virtude do estado de falência financeira, e o controle nas mãos dos comunistas chineses. É necessário romper com a China. Este embaixador deve ser expulso urgentemente !!",1
560,boatos-561,https://www.boatos.org/brasil/china-comprou-cooperativas-do-parana-durante-pandemia.html,2020-04-04 12:42:40,"China comprou cooperativas I.Riedi e Moinho Iguaçu, do Paraná, durante pandemia ","EM PLENA CRISE PANDEMICA CHINA COMPRA EMISSORA BAND, GRUPO I. RIEDI UM DAS MAIORES COOPERATIVAS DO PARANÁ, O MOINHO IGUAÇU, E SE PREPARA PARA COMPRAR A EMPRESA DE SANEAMENTO DO RIO DE JANEIRO E TAMBEM A ELETROBRÁS. ENTENDAM QUE O VÍRUS MATA, MAS QUE O GOLPE EXISTE! O POVO VIRA GOVERNO MAS O GOVERNO NUNCA SE TORNARÁ POVO. Entendam o SEGUINTE: O WEAPON-400 Arma biológica da China denominada hoje como COVID-19, FAZ A CHINA GANHAR A TERCEIRA GUERRA MUNDIAL, MATANDO MILHARES SEM DAREM SEGUE UM SÓ TIRO.A CHINA E PAÍSES DE COMUNA NÃO QUEREM COM DO BRASIL, MAS SIM O BRASIL POIS AQUI SERÁ O CELEIRO DO MUNDO. PACTOS, NOVA ORDEM, ANTI-CRISTIANISMO, REDUÇÃO POPULACIONAL. O QUE VOCES PREFEREM? A VERDADE ou MITO!",,,,,"EM PLENA CRISE PANDEMICA CHINA COMPRA EMISSORA BAND, GRUPO I. RIEDI UM DAS MAIORES COOPERATIVAS DO PARANÁ, O MOINHO IGUAÇU, E SE PREPARA PARA COMPRAR A EMPRESA DE SANEAMENTO DO RIO DE JANEIRO E TAMBEM A ELETROBRÁS. ENTENDAM QUE O VÍRUS MATA, MAS QUE O GOLPE EXISTE! O POVO VIRA GOVERNO MAS O GOVERNO NUNCA SE TORNARÁ POVO. Entendam o SEGUINTE: O WEAPON-400 Arma biológica da China denominada hoje como COVID-19, FAZ A CHINA GANHAR A TERCEIRA GUERRA MUNDIAL, MATANDO MILHARES SEM DAREM SEGUE UM SÓ TIRO.A CHINA E PAÍSES DE COMUNA NÃO QUEREM COM DO BRASIL, MAS SIM O BRASIL POIS AQUI SERÁ O CELEIRO DO MUNDO. PACTOS, NOVA ORDEM, ANTI-CRISTIANISMO, REDUÇÃO POPULACIONAL. O QUE VOCES PREFEREM? A VERDADE ou MITO!",1
561,boatos-562,https://www.boatos.org/mundo/dr-charles-lieber-preso-eua-fabricar-vender-coronavirus-china.html,2020-04-03 20:08:42,Dr. Charles Lieber foi preso nos EUA por fabricar e vender o coronavírus para a China,"EUA acabou de descobrir o homem que fabricou e vendeu o virus de Corona à China. Chama-se Dr charles Lieber chefe do departamento de quimica e biologia na Universidade de Havard, EUA. Acabou de ser preso hoje segundo fontes do departamento Americano..",,,,,"EUA acabou de descobrir o homem que fabricou e vendeu o virus de Corona à China. Chama-se Dr charles Lieber chefe do departamento de quimica e biologia na Universidade de Havard, EUA. Acabou de ser preso hoje segundo fontes do departamento Americano..",1
562,boatos-563,https://www.boatos.org/mundo/dr-charles-lieber-preso-eua-fabricar-vender-coronavirus-china.html,2020-04-03 20:08:42,Dr. Charles Lieber foi preso nos EUA por fabricar e vender o coronavírus para a China,"HOMEM QUE VENDEU O CORONA VIRUS NA CHINA, PRESO. Os EUA acabou de descobrir o homem que fabricou e vendeu o virus de Corona à China. Chama-se Dr charles Lieber chefe do departamento de quimica e biologia na Universidade de Havard, EUA. Acabou de ser preso hoje segundo fontes do departamento Americano.. DEUS é Grande e é pai Essa notícia deu na BBC",,,,,"HOMEM QUE VENDEU O CORONA VIRUS NA CHINA, PRESO. Os EUA acabou de descobrir o homem que fabricou e vendeu o virus de Corona à China. Chama-se Dr charles Lieber chefe do departamento de quimica e biologia na Universidade de Havard, EUA. Acabou de ser preso hoje segundo fontes do departamento Americano.. DEUS é Grande e é pai Essa notícia deu na BBC",1
563,boatos-564,https://www.boatos.org/brasil/caminhoneiros-todo-brasil-farao-greve-quarentena-coronavirus.html,2020-04-03 18:57:14,Caminhoneiros de todo Brasil farão greve por causa da quarentena do coronavírus,"Caminhoneiros parando ,acabou o Ceasa,quitandas, mercados, lanchinho da quarentena e outras necessidades básicas. Acorda Brasil!",,,,,"Caminhoneiros parando ,acabou o Ceasa,quitandas, mercados, lanchinho da quarentena e outras necessidades básicas. Acorda Brasil!",1
564,boatos-565,https://www.boatos.org/brasil/caminhoneiros-todo-brasil-farao-greve-quarentena-coronavirus.html,2020-04-03 18:57:14,Caminhoneiros de todo Brasil farão greve por causa da quarentena do coronavírus,ESTA AGENDADA PARA TERCA FEIRA PROXIMA GREVE GERAL DE CAMINHONEIROS EM TODO O PAIS. VAI COMECAR O CAOS NO ABASTACIMENTO. ISSO SERA MOTIVO DE SAQUES PELO POVO NAS REDES DE SUPERMERCADOS.,,,,,ESTA AGENDADA PARA TERCA FEIRA PROXIMA GREVE GERAL DE CAMINHONEIROS EM TODO O PAIS. VAI COMECAR O CAOS NO ABASTACIMENTO. ISSO SERA MOTIVO DE SAQUES PELO POVO NAS REDES DE SUPERMERCADOS.,1
565,boatos-566,https://www.boatos.org/brasil/caminhoneiros-todo-brasil-farao-greve-quarentena-coronavirus.html,2020-04-03 18:57:14,Caminhoneiros de todo Brasil farão greve por causa da quarentena do coronavírus,"Não sei se acontecerá, mas estão rolando áudios no Whatsapp, dizendo que se amanhã os governadores não decidirem pelo retorno às atividades, na terça-feira se iniciará uma greve gigante dos caminhoneiros!",,,,,"Não sei se acontecerá, mas estão rolando áudios no Whatsapp, dizendo que se amanhã os governadores não decidirem pelo retorno às atividades, na terça-feira se iniciará uma greve gigante dos caminhoneiros!",1
566,boatos-567,https://www.boatos.org/brasil/caminhoneiros-todo-brasil-farao-greve-quarentena-coronavirus.html,2020-04-03 18:57:14,Caminhoneiros de todo Brasil farão greve por causa da quarentena do coronavírus,"Greve dos caminhoneiros. Terça feira os profissionais das estradas entrarão de greve se o comércio não voltar ao normal. Não entregarão mercadorias nos supermercados e etc e tal. Portanto, aqueles que puderem ir as compras e abastecer as dispensas, é recomendado por eles. Estão fazendo isso pela população e para conter os governadores dos estados que estão obrigando as famílias brasileiras a passar fome por não terem como se sustentarem.",,,,,"Greve dos caminhoneiros. Terça feira os profissionais das estradas entrarão de greve se o comércio não voltar ao normal. Não entregarão mercadorias nos supermercados e etc e tal. Portanto, aqueles que puderem ir as compras e abastecer as dispensas, é recomendado por eles. Estão fazendo isso pela população e para conter os governadores dos estados que estão obrigando as famílias brasileiras a passar fome por não terem como se sustentarem.",1
567,boatos-568,https://www.boatos.org/religiao/papa-francisco-amarre-pano-branco-macaneta-porta-esta-noite.html,2020-04-03 14:17:28,Papa Francisco pede que você amarre um pano branco na maçaneta da porta esta noite,"Esta noite você tem que amarrar um pano branco na maçaneta da porta para que a praga desapareça. O papa pediu. Passe a mensagem a todos que puderem com fé. Hoje a praga vai embora, ele pediu ao próprio Jesus em oração. Senhor Jesus unido como irmãos, oramos para que, por sua misericórdia, você não permita que esse novo vírus entre em nossos lares. Coloque um muro de anjos em torno de cada família e deixe sua palavra viva, que diz no Salmo 91.10: Nem o mal nem a praga virão sobre a sua morada, pois ele enviará seus anjos perto de você para guardá-lo em todos os seus caminhos. Compartilhar Não fique com isso.",,,,,"Esta noite você tem que amarrar um pano branco na maçaneta da porta para que a praga desapareça. O papa pediu. Passe a mensagem a todos que puderem com fé. Hoje a praga vai embora, ele pediu ao próprio Jesus em oração. Senhor Jesus unido como irmãos, oramos para que, por sua misericórdia, você não permita que esse novo vírus entre em nossos lares. Coloque um muro de anjos em torno de cada família e deixe sua palavra viva, que diz no Salmo 91.10: Nem o mal nem a praga virão sobre a sua morada, pois ele enviará seus anjos perto de você para guardá-lo em todos os seus caminhos. Compartilhar Não fique com isso.",1
568,boatos-569,https://www.boatos.org/brasil/bandidos-roupas-profissionais-saude-van-bombeiros-assaltos.html,2020-04-03 11:16:38,Bandidos com roupas de profissionais de saúde e van vermelha Fiat dos bombeiros estão realizando assaltos,"“Ontem uma equipe de roupas de profissionais da saúde, dirigindo uma van vermelha fiat, com um adesivo escrito resgate, chegou no prédio da minha cunhada anunciando um translado de um doente seriamente comprometido com o corona...o porteiro acionou o sindico q sem abrir o portão nem a guarita, interfonou p alguns moradores e como nada foi confirmado, mandou-os embora...dali a meia hora, o prédio vizinho anunciou um arrastão no prédio, efetuado por esta mesma equipe....eram ladrões disfarçados que entraram no prédio rendendo a abrindo apartamentos....”.",,,,,"“Ontem uma equipe de roupas de profissionais da saúde, dirigindo uma van vermelha fiat, com um adesivo escrito resgate, chegou no prédio da minha cunhada anunciando um translado de um doente seriamente comprometido com o corona...o porteiro acionou o sindico q sem abrir o portão nem a guarita, interfonou p alguns moradores e como nada foi confirmado, mandou-os embora...dali a meia hora, o prédio vizinho anunciou um arrastão no prédio, efetuado por esta mesma equipe....eram ladrões disfarçados que entraram no prédio rendendo a abrindo apartamentos....”.",1
569,boatos-570,https://www.boatos.org/mundo/israel-nao-tem-mortes-covid-19-usa-limao-bicarbonato-cura-coronavirus.html,2020-04-02 19:17:33,Israel não tem mortes por Covid-19 e usa limão e bicarbonato na cura do coronavírus,"* EM ISRAEL NÃO MORTE DO C-19! * Super notícias ... A cura para o vírus C19 ou a maneira de eliminá-lo foi alcançada. As informações vêm de Israel; esse vírus não causou nenhuma morte. * A receita é simples * 1. * Limão * 2. * Bicarbonato * Misture e beba como chá quente – toda tarde, a ação do limão com bicarbonato de sódio mais quente – mata imediatamente o vírus – elimina-o completamente do corpo. Esses dois componentes alcalinizam o sistema imunológico, pois quando a noite cai, o sistema se torna ácido e as defesas mais baixas. É por isso que o povo de Israel está relaxado com esse vírus. Todo mundo em Israel bebe um copo de água quente com limão e um pouco de bicarbonato de sódio",,,,,"* EM ISRAEL NÃO MORTE DO C-19! * Super notícias ... A cura para o vírus C19 ou a maneira de eliminá-lo foi alcançada. As informações vêm de Israel; esse vírus não causou nenhuma morte. * A receita é simples * 1. * Limão * 2. * Bicarbonato * Misture e beba como chá quente – toda tarde, a ação do limão com bicarbonato de sódio mais quente – mata imediatamente o vírus – elimina-o completamente do corpo. Esses dois componentes alcalinizam o sistema imunológico, pois quando a noite cai, o sistema se torna ácido e as defesas mais baixas. É por isso que o povo de Israel está relaxado com esse vírus. Todo mundo em Israel bebe um copo de água quente com limão e um pouco de bicarbonato de sódio",1
570,boatos-571,https://www.boatos.org/mundo/pequim-xangai-nao-tem-casos-coronavirus-china-criou-arma-biologica.html,2020-04-02 17:28:23,Pequim e Xangai não têm casos de coronavírus porque China criou uma arma biológica,* Corona: Algo está errado...!* Wuhan para Xangai = 629 km Wuhan para Pequim = 1.052 km Wuhan para Milão = 8.700 km Wuhan para Nova York = 12.000 km Wuhan para Etli = 8.670 km Wuhan para Londres = 8.880 km Wuhan para Paris = 8.900 km Wuhan para Espanha = 9.830 km Wuhan para Índia = 3.575 km Wuhan para Irã = 6.560 km *Algo está errado...!*,,,,,* Corona: Algo está errado...!* Wuhan para Xangai = 629 km Wuhan para Pequim = 1.052 km Wuhan para Milão = 8.700 km Wuhan para Nova York = 12.000 km Wuhan para Etli = 8.670 km Wuhan para Londres = 8.880 km Wuhan para Paris = 8.900 km Wuhan para Espanha = 9.830 km Wuhan para Índia = 3.575 km Wuhan para Irã = 6.560 km *Algo está errado...!*,1
571,boatos-572,https://www.boatos.org/mundo/pequim-xangai-nao-tem-casos-coronavirus-china-criou-arma-biologica.html,2020-04-02 17:28:23,Pequim e Xangai não têm casos de coronavírus porque China criou uma arma biológica,"O vírus Corona se originou da cidade de Wuhan, na China, e agora chegou a todos os cantos do mundo, mas esse vírus não atingiu a capital da China: *Pequim* e a capital econômica: *Xangai*, perto de Wuhan, *por que...?* *Pequim* é a cidade onde todos os líderes da China vivem, os líderes militares moram, aqueles que controlam o poder da China moram, não há travamento em *Pequim*!, Está tudo aberto! Corona não tem efeito aqui, *por que...?* *Xangai* é a cidade que administra a economia da China, é a capital econômica da China, ali vivem todas as pessoas ricas da China! Aqueles que mantêm a indústria funcionando, não há bloqueio aqui, a coroa aqui não tem efeito...! *Por quê...!* O corona é um vírus pandêmico, que foi informado de que você deve criar pânico em todo o mundo, mas não está em *Pequim* e *Xangai*, é muito importante fazer à China a pergunta de que, quando os maiores países desenvolvidos do mundo não foi possível parar o Corona!",,,,,"O vírus Corona se originou da cidade de Wuhan, na China, e agora chegou a todos os cantos do mundo, mas esse vírus não atingiu a capital da China: *Pequim* e a capital econômica: *Xangai*, perto de Wuhan, *por que...?* *Pequim* é a cidade onde todos os líderes da China vivem, os líderes militares moram, aqueles que controlam o poder da China moram, não há travamento em *Pequim*!, Está tudo aberto! Corona não tem efeito aqui, *por que...?* *Xangai* é a cidade que administra a economia da China, é a capital econômica da China, ali vivem todas as pessoas ricas da China! Aqueles que mantêm a indústria funcionando, não há bloqueio aqui, a coroa aqui não tem efeito...! *Por quê...!* O corona é um vírus pandêmico, que foi informado de que você deve criar pânico em todo o mundo, mas não está em *Pequim* e *Xangai*, é muito importante fazer à China a pergunta de que, quando os maiores países desenvolvidos do mundo não foi possível parar o Corona!",1
572,boatos-573,https://www.boatos.org/mundo/pequim-xangai-nao-tem-casos-coronavirus-china-criou-arma-biologica.html,2020-04-02 17:28:23,Pequim e Xangai não têm casos de coronavírus porque China criou uma arma biológica,"Corona criou terror nas grandes cidades do mundo, então por que esse conflito não chegou a *Pequim...?* Por que não chegou a *Xangai...?* *Por que...?* *Pequim* e *Xangai* são as áreas adjacentes a Wuhan! O vírus de Wuhan chegou a todos os cantos do mundo, mas esse vírus não chegou a *Pequim* e *Xangai...!* *Por quê ...?* Hoje, toda na Índia podem estar trancados! Nossa economia está paralisada, mas todas as principais cidades da China estão abertas e, a partir de 8 de abril, a China também está abrindo Wuhan! O mundo inteiro está assolado pelo terror! Agora novos casos não estão chegando na China e a China está aberta...! *Por quê...?*",,,,,"Corona criou terror nas grandes cidades do mundo, então por que esse conflito não chegou a *Pequim...?* Por que não chegou a *Xangai...?* *Por que...?* *Pequim* e *Xangai* são as áreas adjacentes a Wuhan! O vírus de Wuhan chegou a todos os cantos do mundo, mas esse vírus não chegou a *Pequim* e *Xangai...!* *Por quê ...?* Hoje, toda na Índia podem estar trancados! Nossa economia está paralisada, mas todas as principais cidades da China estão abertas e, a partir de 8 de abril, a China também está abrindo Wuhan! O mundo inteiro está assolado pelo terror! Agora novos casos não estão chegando na China e a China está aberta...! *Por quê...?*",1
573,boatos-574,https://www.boatos.org/mundo/pequim-xangai-nao-tem-casos-coronavirus-china-criou-arma-biologica.html,2020-04-02 17:28:23,Pequim e Xangai não têm casos de coronavírus porque China criou uma arma biológica,"Outra grande coisa é que o mercado de ações em todo o mundo caiu quase pela metade! Nifty também passou de 12 mil para 7 mil na Índia! Mas a participação da China – o mercado estava em 3 mil, ou seja, apenas em 2.700. Também não há efeito desse vírus no mercado chinês...! *Por quê...* Quaisquer que sejam essas coisas, elas apenas apontam para uma coisa: a coroa é uma arma bioquímica da China, que a China deixou para destruição no mundo! Depois de matar algumas pessoas, a China agora controlou esse vírus! Talvez ele também tenha remédios, que não está compartilhando com o mundo! *Por quê...?*",,,,,"Outra grande coisa é que o mercado de ações em todo o mundo caiu quase pela metade! Nifty também passou de 12 mil para 7 mil na Índia! Mas a participação da China – o mercado estava em 3 mil, ou seja, apenas em 2.700. Também não há efeito desse vírus no mercado chinês...! *Por quê...* Quaisquer que sejam essas coisas, elas apenas apontam para uma coisa: a coroa é uma arma bioquímica da China, que a China deixou para destruição no mundo! Depois de matar algumas pessoas, a China agora controlou esse vírus! Talvez ele também tenha remédios, que não está compartilhando com o mundo! *Por quê...?*",1
574,boatos-575,https://www.boatos.org/saude/rita-mundim-audio-defendendo-bolsonaro-e-fim-da-quarentena.html,2020-04-02 15:30:11,Rita Mundim grava áudio defendendo Bolsonaro e pedindo fim da quarentena,"Formidável o comentário/desabafo da Rita Mundim, comentarista econômica da Rádio Itatiaia de Belo Horizonte-MG a partir da fala do Presidente da Câmara, Deputado Rodrigo Maia!",,,,,"Formidável o comentário/desabafo da Rita Mundim, comentarista econômica da Rádio Itatiaia de Belo Horizonte-MG a partir da fala do Presidente da Câmara, Deputado Rodrigo Maia!",1
575,boatos-576,https://www.boatos.org/saude/rita-mundim-audio-defendendo-bolsonaro-e-fim-da-quarentena.html,2020-04-02 15:30:11,Rita Mundim grava áudio defendendo Bolsonaro e pedindo fim da quarentena,Ouça áudio abaixo: este áudio é realmente seu?,,,,,Ouça áudio abaixo: este áudio é realmente seu?,1
